length,real_depth,random_depth,real_max_arity,random_max_arity
7,4,4.75,4,2.2
10,6,6.05,3,2.55
15,5,6.95,3,3.0
14,5,7.65,5,3.05
12,6,6.5,3,2.75
11,5,6.75,4,2.5
9,4,5.55,3,2.5
13,5,7.5,3,2.75
9,5,6.15,4,2.2
16,6,7.7,3,3.0
6,3,4.2,4,2.4
28,7,10.4,5,3.25
16,6,8.8,4,3.1
12,5,6.4,4,2.9
13,7,7.35,3,2.85
18,6,8.45,4,3.2
16,5,8.4,6,3.0
15,6,8.1,4,2.85
13,7,6.8,4,2.9
33,8,14.45,7,3.35
19,5,9.4,6,2.95
13,6,7.5,4,2.6
9,6,5.25,3,2.55
18,7,8.6,5,2.95
37,10,13.75,4,3.65
13,5,7.15,4,2.95
26,7,11.4,4,3.3
23,7,10.05,5,3.45
28,6,10.85,5,3.25
23,8,9.2,5,3.4
31,11,11.25,6,3.5
6,3,4.4,3,2.0
19,8,9.25,5,3.15
28,7,11.4,6,3.4
5,3,4.15,3,1.7
13,5,7.45,4,2.9
26,9,10.6,4,3.35
30,11,12.3,4,3.4
13,5,7.15,4,2.8
47,8,14.65,8,3.85
17,6,8.6,6,2.9
16,6,7.8,5,3.1
16,8,7.85,3,2.9
28,11,11.95,4,3.65
22,5,10.3,8,2.95
15,8,7.35,4,2.9
14,6,7.55,6,2.95
11,4,6.3,5,2.3
12,6,6.65,3,2.8
8,4,5.0,4,2.25
8,3,5.8,4,2.15
17,5,8.65,7,3.2
10,5,5.65,4,2.7
20,6,8.6,5,3.2
26,8,11.4,5,3.25
20,6,9.5,7,3.1
27,6,11.0,6,3.25
15,7,7.7,6,2.75
29,6,10.5,9,3.5
20,8,8.65,6,3.1
62,11,19.7,7,3.65
14,8,7.7,4,2.85
37,13,12.75,8,3.4
25,5,9.3,7,3.55
14,6,7.4,5,2.85
34,11,12.9,5,3.6
28,6,10.8,8,3.45
22,9,9.55,6,3.3
8,5,5.35,3,2.2
12,5,6.8,4,2.65
9,4,5.35,5,2.65
33,8,12.35,9,3.2
20,8,9.85,5,3.25
29,11,11.2,4,3.15
21,8,9.45,5,3.15
28,7,10.85,3,3.1
24,5,10.75,8,2.9
16,7,8.6,5,2.75
10,5,5.95,6,2.35
21,8,8.95,6,3.0
10,6,6.05,3,2.55
16,6,8.0,5,3.0
9,4,5.4,3,2.45
8,3,5.85,5,2.25
22,7,9.2,6,3.1
31,8,11.4,6,3.3
13,7,7.0,6,3.0
9,3,6.0,7,2.6
20,6,8.9,6,3.0
10,4,5.85,6,2.65
9,3,6.0,4,2.25
7,4,4.9,3,2.15
13,7,6.95,4,3.05
11,6,6.35,3,2.6
7,3,5.1,5,2.2
5,2,3.75,4,1.95
8,4,5.55,4,2.25
23,8,10.45,4,3.2
27,8,10.15,5,3.25
20,9,9.0,4,3.05
32,8,12.3,5,3.35
29,8,11.8,4,3.55
43,7,14.45,6,3.85
37,11,13.55,5,3.65
10,6,6.0,3,2.6
6,3,4.15,4,2.3
9,5,5.65,3,2.7
35,9,13.3,9,3.65
24,8,10.65,4,3.35
45,7,14.15,8,3.65
21,6,8.7,6,3.1
16,6,8.5,4,2.8
38,12,13.7,8,3.7
15,7,7.0,4,3.15
75,13,18.1,7,4.05
23,12,10.5,4,3.15
15,8,7.65,4,3.05
48,12,15.25,8,3.7
27,9,10.75,6,3.4
7,4,4.6,4,2.15
5,4,3.75,2,1.95
16,7,7.75,3,3.05
12,6,6.2,4,2.75
8,5,5.7,3,2.1
24,8,10.45,3,3.45
30,8,12.3,7,3.3
18,7,9.1,7,2.95
31,7,11.05,6,3.65
24,8,9.8,5,3.25
13,4,7.3,5,2.5
25,11,9.85,4,3.2
14,6,7.25,4,2.75
23,8,10.85,4,3.15
24,7,9.75,3,3.4
12,8,7.05,4,2.7
25,5,10.3,6,3.2
15,7,7.1,3,2.85
17,8,8.85,4,3.05
27,9,12.4,6,3.3
13,6,6.9,4,2.95
28,7,12.05,5,3.3
17,9,8.25,3,3.2
7,3,4.85,3,2.15
22,7,9.95,5,3.35
4,2,3.2,3,1.8
6,4,4.3,2,2.1
9,6,5.5,3,2.45
11,6,6.9,3,2.7
11,6,6.15,3,2.6
26,8,11.8,5,3.2
13,5,6.65,5,2.9
31,7,12.2,5,3.35
20,7,9.5,5,3.1
22,9,10.05,4,3.25
25,7,10.3,7,3.25
22,7,10.05,5,3.3
15,8,7.35,4,2.9
11,6,6.25,3,2.65
9,4,5.55,3,2.8
21,8,9.7,6,3.2
32,10,11.45,4,3.3
35,10,12.25,6,3.55
7,4,4.8,3,2.4
5,2,3.5,4,2.15
4,3,3.35,2,1.65
7,4,4.95,3,2.25
5,2,4.1,4,1.7
24,12,9.85,4,3.15
8,3,5.2,5,2.4
18,10,8.75,3,3.3
18,8,8.45,3,3.05
9,6,5.25,3,2.5
9,6,5.55,3,2.4
22,9,9.9,5,3.05
9,6,5.6,3,2.7
10,4,5.2,4,2.95
27,11,11.05,4,3.55
14,5,7.2,6,3.1
10,6,6.7,3,2.3
39,13,14.1,3,3.6
35,13,11.85,4,3.45
21,7,10.15,5,3.15
8,5,5.35,3,2.35
24,6,10.55,4,3.3
26,7,10.55,4,3.3
18,6,8.85,5,3.2
17,6,7.85,4,3.35
8,4,5.4,3,2.25
25,7,10.45,6,3.15
12,4,6.8,5,2.7
13,5,7.0,4,2.8
19,9,9.05,3,3.2
41,10,12.95,5,3.7
26,8,11.2,5,3.3
13,6,6.95,5,2.75
19,9,8.55,4,3.1
20,8,8.6,3,3.15
33,10,12.45,4,3.6
5,2,3.8,4,2.1
15,5,7.5,4,2.75
23,11,9.8,3,3.5
17,9,8.45,3,3.05
29,8,12.15,5,3.1
16,6,8.6,5,2.75
15,5,8.0,4,2.7
9,5,5.7,3,2.45
25,7,11.05,6,3.3
11,5,6.3,4,2.75
17,7,8.75,4,2.8
42,8,14.55,8,3.7
37,10,12.9,7,3.5
16,6,7.75,6,3.2
20,6,9.8,5,2.9
13,7,7.1,4,2.8
5,2,4.0,4,1.9
6,3,4.15,3,2.05
7,4,4.95,4,2.25
12,7,6.65,4,2.7
21,7,9.5,4,3.15
14,4,7.65,4,2.7
4,3,3.25,2,1.75
17,7,8.45,5,2.85
29,11,11.45,5,3.35
7,2,4.7,6,2.55
19,6,8.65,5,3.3
24,5,9.5,5,3.3
5,3,3.8,3,2.05
7,4,4.9,3,2.15
3,2,2.55,2,1.45
12,3,7.15,6,2.5
13,5,7.8,3,2.55
6,3,3.95,3,2.25
18,10,8.85,4,3.1
5,3,3.9,3,1.85
3,2,2.7,2,1.3
15,4,7.55,6,3.2
9,5,5.8,4,2.5
16,6,7.95,4,3.05
16,9,8.15,4,2.75
3,3,2.8,1,1.2
10,6,5.6,3,2.6
12,4,6.7,6,2.85
17,5,8.4,4,3.1
6,4,4.25,2,2.2
12,4,6.95,5,2.75
3,2,2.65,2,1.35
20,6,9.2,5,3.2
10,6,6.85,3,2.3
19,6,9.6,4,3.0
5,2,3.7,4,2.1
31,8,12.3,4,3.35
18,8,7.95,4,3.15
6,5,4.1,2,2.25
5,3,3.75,3,2.0
12,5,6.5,4,2.8
25,6,10.3,6,3.45
13,8,6.4,5,2.85
4,2,3.2,3,1.8
34,7,12.65,6,3.4
21,7,9.6,5,3.15
5,3,3.95,3,1.9
8,4,5.4,4,2.25
23,10,9.85,4,3.2
15,5,7.6,5,3.1
10,7,6.6,4,2.35
3,2,2.55,2,1.45
19,6,8.75,5,3.15
33,6,12.1,6,3.25
3,2,2.7,2,1.3
24,9,9.7,4,3.4
12,6,6.95,3,2.75
6,4,4.05,3,2.35
14,6,7.8,4,2.75
4,4,3.15,1,1.85
16,6,7.95,5,2.9
22,8,9.65,4,3.25
7,3,4.85,3,2.4
11,5,6.65,4,2.65
4,3,3.5,2,1.5
9,4,5.55,4,2.6
11,6,6.8,4,2.95
20,7,9.4,4,3.2
14,5,7.35,4,2.85
5,4,4.05,2,1.8
40,9,14.1,6,3.65
7,5,4.55,2,2.25
3,2,2.85,2,1.15
3,2,2.85,2,1.15
4,2,3.25,3,1.75
21,5,8.45,5,3.4
7,4,4.75,3,2.2
19,9,9.2,5,3.3
9,4,5.7,4,2.6
4,3,3.15,2,1.85
6,3,4.5,3,1.85
23,7,10.05,6,3.05
6,4,4.6,3,1.95
17,6,8.05,5,3.05
4,2,3.2,3,1.8
58,9,17.4,7,3.6
3,2,2.75,2,1.25
7,3,4.7,3,2.4
7,4,4.45,3,2.45
19,9,8.45,3,3.15
26,8,11.15,5,3.35
6,3,4.4,3,2.25
5,2,4.3,4,1.65
3,2,2.7,2,1.3
3,2,2.7,2,1.3
13,8,6.75,4,2.7
18,5,9.25,5,2.9
11,7,6.2,3,2.5
7,5,4.9,2,2.25
11,6,6.15,4,2.8
11,6,6.2,3,2.7
23,10,9.9,4,3.0
8,4,5.0,4,2.4
5,3,3.9,2,2.05
35,5,12.9,8,3.35
3,2,2.65,2,1.35
3,2,2.75,2,1.25
12,5,7.0,3,3.1
58,13,17.3,8,3.75
15,6,8.4,4,2.95
36,13,13.75,5,3.6
11,6,5.65,4,3.2
3,2,2.8,2,1.2
14,5,7.3,5,2.85
22,7,9.3,5,3.1
10,5,6.25,4,2.55
14,5,7.0,4,2.9
5,2,3.8,4,2.1
29,9,12.05,4,3.4
11,4,7.15,4,2.55
16,7,8.3,4,2.95
7,4,4.95,3,2.25
7,4,5.2,3,2.2
18,9,8.5,3,3.1
14,4,8.15,5,2.55
9,3,5.7,4,2.4
5,2,3.85,4,2.0
6,4,4.35,3,2.1
21,8,8.55,6,3.2
13,7,6.85,4,2.6
11,5,6.55,4,2.35
13,9,7.4,3,2.85
9,5,5.95,4,2.4
11,6,6.05,3,2.85
13,7,6.6,3,2.75
21,9,9.5,5,3.2
7,4,4.65,4,2.3
4,3,3.45,2,1.55
6,3,4.3,4,2.15
17,8,8.25,4,2.95
27,10,11.2,5,3.2
9,4,5.85,3,2.45
7,3,4.65,4,2.5
16,6,8.65,4,2.45
19,7,9.45,3,2.8
18,6,8.3,6,3.1
6,6,4.3,1,2.15
16,4,7.5,5,2.8
16,9,8.25,4,2.95
6,3,4.45,4,2.05
7,4,4.95,3,2.1
13,6,7.7,3,2.8
13,5,7.8,4,2.65
10,4,6.6,5,2.45
14,6,7.15,4,2.95
28,9,12.15,5,3.35
7,5,4.95,2,2.1
6,3,4.1,4,2.25
27,6,11.75,7,3.05
24,7,10.95,6,3.35
17,6,8.35,6,3.05
37,9,14.25,10,3.25
8,4,5.75,4,2.25
6,4,4.7,3,2.05
12,6,6.45,3,2.85
12,6,6.45,4,2.95
16,7,7.85,3,3.1
21,6,9.25,4,3.1
3,2,2.75,2,1.25
22,8,9.55,5,3.2
24,8,10.75,4,3.65
15,7,7.75,5,2.9
58,8,17.0,8,3.65
7,4,4.75,4,2.25
24,6,9.45,7,3.5
21,6,9.8,9,3.15
9,5,5.85,3,2.5
3,2,2.55,2,1.45
3,3,2.7,1,1.3
16,8,7.95,5,3.0
25,10,10.35,4,3.05
13,5,6.25,4,2.95
4,2,3.4,3,1.6
4,3,3.2,2,1.8
6,3,4.4,4,2.1
9,4,5.6,3,2.45
12,7,7.2,3,2.5
24,7,10.1,6,3.15
13,4,6.55,4,2.8
8,4,5.1,3,2.5
3,2,2.75,2,1.25
11,4,6.7,4,2.5
11,5,6.45,6,2.65
8,5,5.15,3,2.35
13,7,7.35,3,2.7
14,6,7.05,5,3.2
3,3,2.7,1,1.3
5,3,3.9,3,1.9
54,9,16.55,6,3.4
7,3,4.95,4,2.1
10,5,5.95,4,2.7
16,5,8.4,5,2.6
8,4,5.45,3,2.1
10,6,5.65,3,2.8
6,3,4.55,4,2.1
13,4,7.1,6,2.75
3,3,2.4,1,1.6
16,8,7.2,5,3.2
11,5,6.65,3,2.55
16,7,8.4,4,2.8
12,5,6.55,3,2.6
10,4,5.95,7,2.65
6,3,4.25,3,2.25
16,5,7.95,5,2.95
13,7,7.55,3,2.55
19,5,9.1,4,3.25
10,7,6.1,3,2.5
9,4,5.15,4,2.85
9,6,5.75,3,2.45
6,3,4.25,4,2.4
10,7,6.4,4,2.5
17,7,8.65,4,3.0
6,3,4.2,3,2.35
3,2,2.5,2,1.5
7,4,4.65,3,2.25
4,2,3.25,3,1.75
20,6,9.65,7,3.2
25,8,10.8,5,3.2
18,8,8.75,5,3.2
7,4,5.25,3,2.25
6,2,4.45,5,2.05
6,4,4.35,2,2.15
5,3,4.05,3,1.75
6,3,4.1,4,2.35
7,4,5.0,3,2.1
6,3,3.95,4,2.5
6,3,4.75,3,1.85
14,8,7.6,4,2.6
5,3,3.95,2,2.0
3,3,2.7,1,1.3
57,9,17.3,7,3.55
7,3,4.65,5,2.6
4,3,3.5,2,1.5
17,10,8.25,3,3.15
6,3,4.35,4,2.1
7,4,5.15,3,2.2
19,9,8.2,5,3.5
13,5,7.95,5,2.7
41,9,15.0,6,3.6
26,6,10.35,6,3.2
5,3,3.9,3,1.95
16,6,8.2,4,2.9
22,7,10.2,5,3.35
11,5,6.35,4,2.7
14,4,7.85,5,2.9
3,2,2.6,2,1.4
12,5,6.45,3,2.85
21,9,9.55,4,3.15
18,9,8.6,4,3.1
7,4,4.9,3,2.25
7,4,4.85,3,2.3
10,5,6.6,4,2.5
9,4,6.1,3,2.35
12,4,6.7,4,2.75
20,5,9.55,7,3.15
17,8,8.45,4,3.45
8,4,5.85,3,2.3
13,4,7.1,4,2.85
12,6,6.35,5,2.75
27,6,11.45,8,3.2
9,5,5.4,4,2.5
35,8,12.35,4,3.65
28,11,11.0,3,3.35
3,2,2.65,2,1.35
22,9,10.1,6,3.0
32,7,11.6,5,3.1
7,4,4.7,3,2.4
8,5,5.3,3,2.45
3,2,2.8,2,1.2
24,8,9.55,3,3.3
21,8,9.55,5,3.0
20,7,9.3,5,3.15
6,4,4.35,3,2.15
10,4,6.15,5,2.4
6,2,4.55,5,2.2
17,7,8.1,7,3.2
24,6,10.1,8,3.1
7,4,5.0,4,2.25
5,3,3.85,3,1.85
6,3,4.45,4,1.9
15,4,7.35,4,3.1
18,6,8.75,4,3.0
10,5,6.1,3,2.65
17,8,8.8,5,2.95
13,5,7.9,5,2.6
19,7,9.15,4,3.35
21,11,8.85,4,3.5
9,5,5.4,4,2.8
8,5,4.75,3,2.7
14,6,7.65,3,2.65
39,11,13.55,5,3.85
15,4,8.3,4,2.7
6,5,4.5,2,2.15
8,6,5.1,2,2.4
9,4,5.45,5,2.6
8,5,5.3,4,2.4
22,7,9.3,5,3.2
14,5,7.3,5,2.9
4,3,3.35,2,1.65
6,3,4.2,4,2.4
3,3,2.7,1,1.3
24,8,10.45,5,3.45
5,3,3.65,3,2.0
3,2,2.65,2,1.35
3,2,2.6,2,1.4
16,5,8.15,5,2.75
5,3,3.8,3,1.85
3,2,2.65,2,1.35
14,6,7.35,4,2.7
19,8,8.8,4,3.2
12,6,6.3,5,2.7
23,10,10.65,4,3.2
5,3,3.75,2,2.05
17,8,8.4,3,2.85
15,7,8.5,3,2.7
18,6,8.65,6,2.85
9,5,5.75,4,2.25
7,3,4.9,5,2.25
4,3,3.0,2,2.0
29,5,12.25,6,3.15
19,8,9.4,5,2.95
17,9,8.75,4,2.95
12,6,6.7,3,2.75
15,5,7.8,5,2.9
23,7,10.15,5,3.25
4,2,3.25,3,1.75
5,2,3.95,4,1.95
5,3,3.7,3,2.1
8,4,4.7,3,2.6
6,4,4.4,2,2.15
5,2,3.7,4,1.95
17,4,7.6,6,3.15
33,10,13.45,5,3.5
4,2,3.35,3,1.65
7,4,5.0,3,2.1
4,2,3.3,3,1.7
18,6,8.8,6,3.15
23,8,10.15,5,3.3
11,6,6.7,3,2.75
8,4,5.25,4,2.3
4,2,3.1,3,1.9
3,3,2.75,1,1.25
25,9,9.95,4,3.35
25,7,10.35,5,3.2
18,6,8.75,5,3.15
7,4,4.85,3,2.3
23,8,9.3,5,3.25
9,4,6.05,4,2.4
11,4,6.75,4,2.7
23,7,10.75,4,3.15
3,2,2.3,2,1.7
10,5,6.2,3,2.35
27,11,11.4,3,3.0
14,5,7.1,5,2.7
14,6,7.3,5,2.9
3,2,2.6,2,1.4
9,5,5.95,3,2.55
10,4,6.35,4,2.45
15,5,7.85,5,3.1
11,5,6.55,4,2.45
18,6,8.55,5,2.85
12,6,6.8,4,2.65
3,3,2.7,1,1.3
26,9,11.1,4,3.3
22,10,9.95,5,3.05
6,2,4.4,5,2.1
7,5,4.95,3,2.25
10,3,6.35,5,2.4
13,7,7.85,4,2.9
29,8,11.5,5,3.2
28,9,11.35,6,3.2
13,6,7.4,3,2.9
12,5,6.85,3,2.9
11,6,6.0,3,2.75
6,3,4.45,3,1.95
21,6,9.4,5,3.25
11,7,6.6,3,2.45
3,2,2.8,2,1.2
34,11,12.3,5,3.4
22,8,9.9,4,3.25
7,3,4.7,4,2.2
11,5,6.6,4,2.45
5,3,3.95,3,1.85
8,5,5.1,3,2.5
25,7,10.8,6,3.35
19,9,9.25,5,3.15
20,5,9.5,6,3.3
11,3,6.25,7,2.7
9,4,5.75,5,2.3
11,5,6.3,5,2.65
23,6,9.85,5,3.4
12,5,7.0,4,2.6
10,4,5.95,3,2.6
6,4,4.2,2,2.1
25,6,9.7,5,3.6
11,5,6.55,3,2.8
10,6,6.0,4,2.8
13,6,6.95,4,2.9
10,4,5.95,4,2.75
12,8,6.15,4,2.85
17,8,7.55,4,3.05
11,6,6.35,4,2.55
10,4,6.75,4,2.5
10,4,5.95,5,2.4
14,7,7.85,5,2.85
7,4,5.0,3,2.25
13,4,7.45,5,2.6
3,2,2.8,2,1.2
14,5,7.25,5,3.05
18,6,8.45,5,3.1
18,11,8.6,3,3.0
4,3,3.25,2,1.75
11,6,6.45,3,2.6
23,6,9.2,5,3.3
21,6,9.2,6,3.3
19,6,9.65,5,3.0
20,8,9.2,4,3.15
17,7,7.85,6,3.25
29,8,10.85,5,3.55
5,2,3.8,4,1.95
5,4,4.0,2,1.95
10,4,6.0,6,2.25
12,4,6.15,6,3.15
12,5,5.9,4,2.8
37,8,13.55,8,3.45
18,8,8.85,3,2.8
22,7,8.95,5,3.45
12,8,6.55,3,2.9
22,7,9.7,6,3.0
25,6,9.95,4,3.05
18,5,9.2,5,2.85
22,9,9.45,6,3.15
10,4,5.65,4,2.5
12,6,6.85,3,2.45
12,5,6.4,5,2.85
12,4,6.7,3,2.65
8,5,5.9,4,2.3
29,12,11.75,5,3.3
15,8,8.0,3,3.0
15,4,8.0,5,2.85
24,6,10.0,6,3.25
8,4,4.85,3,2.45
16,7,8.85,4,3.0
16,5,7.55,5,3.05
7,4,4.95,4,2.25
29,12,11.2,4,3.4
27,8,11.2,6,3.4
12,4,6.65,4,2.6
32,14,11.4,4,3.6
7,4,4.7,3,2.35
27,9,10.65,5,3.4
11,6,6.6,3,2.6
20,7,9.05,6,3.25
18,8,8.7,5,3.2
12,5,6.4,4,2.75
18,6,8.65,6,3.1
6,2,4.1,5,2.25
6,4,4.7,3,1.9
16,5,9.05,4,2.9
15,3,8.15,9,2.6
11,4,6.6,4,2.65
9,6,6.0,3,2.2
14,7,7.7,3,2.85
6,4,4.55,2,2.05
8,5,5.15,3,2.6
4,3,3.45,2,1.55
19,5,8.4,4,3.2
11,3,6.65,6,2.5
11,4,6.55,4,2.8
20,7,9.45,6,2.95
5,2,3.9,4,1.85
15,5,7.85,6,3.1
34,14,13.15,6,3.75
26,6,11.15,7,3.2
3,2,2.6,2,1.4
30,10,11.5,6,3.45
15,6,7.85,4,3.0
14,6,7.05,5,3.0
8,4,5.55,4,2.35
12,3,7.15,4,2.95
3,3,2.6,1,1.4
17,4,8.55,5,2.95
13,4,6.65,4,2.65
16,5,7.9,3,2.95
17,5,8.1,5,3.05
13,6,7.35,4,2.6
5,2,4.05,4,1.85
11,4,6.15,4,2.65
21,9,8.6,5,3.4
11,4,6.6,5,2.3
18,5,8.35,6,3.05
15,5,7.55,6,2.9
5,3,3.8,3,1.95
14,7,7.5,3,2.95
6,3,4.35,4,2.0
18,8,9.3,4,2.75
22,9,9.45,6,3.15
5,2,3.55,4,2.05
7,4,4.85,3,2.3
4,3,3.5,2,1.5
11,6,6.55,3,2.8
19,6,8.0,6,3.2
10,4,6.1,4,2.6
34,6,13.15,6,3.35
3,3,2.6,1,1.4
28,8,11.3,5,3.55
20,7,9.75,4,3.1
15,7,7.15,5,2.9
12,5,6.95,4,2.8
33,9,12.8,4,3.45
24,7,9.75,4,3.4
11,6,6.45,3,2.8
11,6,6.1,4,2.5
3,2,2.4,2,1.6
17,6,8.4,3,2.75
10,3,5.95,7,2.55
10,4,6.2,4,2.4
4,2,3.3,3,1.7
7,3,4.65,3,2.25
13,4,6.9,5,2.65
7,4,5.15,4,2.1
6,3,4.45,4,2.15
5,3,3.85,3,1.95
4,3,3.2,2,1.8
20,5,9.55,6,3.1
6,3,4.2,3,2.25
15,6,7.8,5,3.0
9,4,6.15,4,2.4
13,4,7.6,5,2.65
13,5,6.9,5,2.9
7,4,4.55,4,2.5
12,5,6.65,4,2.85
15,5,8.1,4,2.8
17,8,9.05,5,2.95
14,8,7.2,4,2.9
19,9,8.95,6,3.55
3,2,2.8,2,1.2
14,8,7.55,3,2.75
32,10,11.95,7,3.4
11,4,6.1,4,2.6
20,6,9.55,5,3.15
5,4,3.55,2,2.15
27,11,10.3,4,3.15
23,9,10.35,5,3.0
26,9,11.0,8,3.25
45,7,14.9,5,3.65
18,7,8.35,3,3.2
10,7,6.5,3,2.35
4,3,3.05,2,1.95
5,3,3.55,3,2.15
18,8,8.9,3,3.05
22,9,9.5,5,2.95
36,9,12.4,5,3.5
5,3,3.95,3,1.85
22,11,9.3,5,3.1
5,3,3.55,3,2.0
16,6,8.8,5,2.85
25,9,9.85,8,3.15
10,3,6.15,5,2.4
27,6,11.2,5,3.35
11,5,6.6,4,2.4
31,10,11.8,4,3.55
14,6,7.75,4,2.75
12,6,6.6,3,2.6
12,6,6.85,4,2.55
20,6,8.5,4,3.25
17,6,7.8,4,3.15
18,8,8.7,4,2.85
3,2,2.55,2,1.45
6,4,4.0,2,2.25
27,8,11.2,7,3.55
35,10,12.85,7,3.5
15,6,8.05,3,2.9
3,2,2.45,2,1.55
8,4,5.4,3,2.25
11,5,6.6,4,2.65
21,6,9.85,7,3.05
16,7,8.45,4,2.85
10,5,6.65,5,2.55
15,8,7.4,3,2.85
5,3,4.0,2,1.85
12,6,7.15,4,2.7
17,7,8.6,4,2.95
40,8,15.0,6,3.65
11,6,6.55,4,2.75
52,8,16.35,7,3.75
16,8,7.9,5,3.15
16,9,7.9,3,3.0
11,7,6.4,4,2.65
27,8,10.65,5,3.3
4,3,3.15,2,1.85
10,6,5.9,3,2.45
7,3,5.0,4,2.25
25,8,10.7,6,3.15
6,4,3.85,3,2.25
18,7,8.3,4,3.25
16,6,8.6,8,3.0
12,7,6.55,5,2.6
17,5,8.25,7,2.9
18,9,8.1,6,3.25
9,6,5.75,3,2.45
32,9,11.15,5,3.65
15,6,7.45,4,2.85
15,7,7.25,4,3.05
16,6,8.1,5,2.7
3,2,2.75,2,1.25
17,5,7.95,5,3.2
12,5,7.1,4,2.55
19,6,9.35,7,3.0
16,8,7.9,5,3.1
19,5,9.4,5,3.15
9,4,5.6,3,2.75
22,6,9.7,4,3.25
11,4,6.2,4,2.6
22,11,9.75,5,3.25
19,7,9.0,5,2.9
5,2,4.05,4,1.75
7,3,4.5,3,2.3
5,2,3.65,4,2.05
22,5,9.45,6,3.0
8,4,5.3,3,2.6
18,6,8.8,4,3.0
29,9,11.9,5,3.3
7,4,5.05,3,2.05
31,11,11.9,5,3.5
39,10,13.25,5,3.75
11,7,6.85,4,2.45
23,7,10.75,5,3.0
17,7,8.25,4,2.85
15,8,7.55,4,2.95
31,7,11.25,6,3.7
12,5,7.3,3,2.55
12,6,6.95,3,2.75
4,2,3.3,3,1.7
4,2,3.4,3,1.6
4,2,3.35,3,1.65
37,8,13.35,6,3.45
8,4,5.35,4,2.15
9,5,5.65,3,2.55
3,2,2.6,2,1.4
3,2,2.6,2,1.4
29,9,11.75,4,3.5
11,8,6.2,2,2.55
11,7,6.55,4,2.5
21,9,9.4,3,3.2
11,6,5.8,6,3.0
14,8,7.8,4,2.7
16,5,7.8,5,2.9
21,7,10.7,5,3.05
20,9,10.65,4,3.1
16,7,8.5,4,2.9
5,3,3.85,3,1.9
23,9,9.9,4,3.2
12,5,6.1,4,2.95
11,5,6.3,5,2.5
14,8,7.75,3,2.65
12,6,7.0,5,2.75
12,5,6.35,5,2.7
12,4,6.8,4,2.55
10,6,6.7,3,2.15
38,7,13.0,7,3.85
6,3,4.5,3,2.15
9,7,5.85,3,2.5
13,6,6.65,3,2.75
11,4,6.1,5,2.75
26,11,9.85,4,3.45
21,5,9.3,7,3.3
23,9,10.5,5,3.2
7,3,4.7,4,2.45
19,6,8.45,6,3.05
34,8,13.25,6,3.2
17,6,8.25,5,3.1
8,5,5.35,3,2.35
11,6,6.15,4,2.85
4,3,3.4,2,1.6
7,4,4.85,4,2.4
4,2,3.35,3,1.65
4,2,3.35,3,1.65
3,2,2.7,2,1.3
18,6,9.55,4,2.85
24,7,10.2,4,3.05
12,4,6.25,4,2.7
14,8,6.7,4,3.05
5,3,3.9,2,1.9
26,7,11.8,8,3.2
36,9,12.95,7,3.8
15,6,7.45,5,2.9
4,2,3.15,3,1.85
23,8,10.1,5,3.2
42,13,14.25,5,3.7
23,6,9.9,6,3.45
7,3,4.5,4,2.15
17,5,8.2,6,2.95
20,7,9.5,4,3.05
13,4,7.6,7,2.65
11,5,7.05,3,2.2
12,5,6.95,4,2.75
11,4,6.8,5,2.5
13,6,7.45,4,2.6
31,7,12.2,6,3.5
20,10,9.2,7,3.2
25,6,10.35,5,3.15
6,3,4.0,3,2.25
14,4,7.8,6,2.85
29,8,10.65,4,3.4
24,9,9.6,4,3.1
18,10,9.05,5,3.1
3,2,2.65,2,1.35
12,5,7.1,4,2.55
18,6,8.9,4,3.15
9,6,5.85,3,2.25
10,4,6.15,3,2.35
9,5,5.85,3,2.4
14,4,7.6,7,2.65
17,8,8.0,5,3.0
5,3,3.95,3,1.9
16,9,8.45,3,2.95
19,12,9.1,4,3.1
12,5,6.85,3,2.45
33,11,12.35,6,3.55
5,2,3.75,4,1.95
13,5,7.1,7,2.9
14,5,7.75,4,2.8
11,6,6.55,4,2.55
21,6,10.05,7,3.05
6,2,4.6,5,1.95
14,6,7.0,4,2.8
8,5,5.6,4,2.3
7,3,4.7,5,2.2
21,8,9.35,4,3.05
26,8,10.4,4,3.4
9,4,5.75,3,2.25
11,5,6.15,5,2.9
16,7,8.5,3,3.15
13,6,7.4,4,2.8
6,3,4.5,4,2.05
24,8,10.65,7,3.1
11,5,6.1,3,2.65
17,5,8.35,4,3.25
15,5,8.35,5,2.8
8,4,5.4,3,2.5
14,7,6.95,4,2.95
20,8,9.2,4,3.05
17,7,8.9,4,2.95
17,10,8.45,3,2.75
17,5,7.95,4,3.25
21,7,10.05,4,3.25
22,7,9.5,5,3.1
13,5,7.4,4,2.85
20,6,9.55,4,3.15
35,6,11.85,6,3.7
3,2,2.6,2,1.4
18,11,8.55,3,3.0
13,5,7.15,5,2.9
11,7,7.2,4,2.35
12,4,6.7,4,2.9
11,4,6.1,4,2.8
9,7,5.65,3,2.3
12,6,6.5,4,2.8
9,4,5.95,4,2.5
19,6,9.1,4,2.9
15,6,7.2,5,3.2
17,9,8.75,4,2.9
22,5,9.2,6,3.4
20,8,9.7,4,2.9
8,6,5.55,3,2.2
15,5,7.9,4,3.1
18,6,8.7,4,3.55
19,8,9.2,4,3.2
15,7,7.6,3,2.7
20,11,9.5,4,2.85
9,6,5.5,3,2.4
28,8,11.2,5,3.45
5,3,3.9,3,2.05
