length,real_depth,random_depth,real_max_arity,random_max_arity
9,4,5.2,4,2.7
3,3,2.6,1,1.4
14,4,7.8,5,2.75
9,5,5.85,3,2.3
4,2,3.45,3,1.55
3,2,2.75,2,1.25
13,6,7.35,3,2.8
6,3,4.75,4,2.05
29,11,11.85,5,3.4
13,5,7.35,5,2.5
10,7,6.25,2,2.35
11,7,6.65,4,2.55
14,6,8.1,4,2.95
59,13,16.5,6,3.85
42,13,13.3,4,3.65
14,8,7.65,2,2.55
15,7,8.25,3,2.9
4,3,3.35,2,1.65
3,2,2.5,2,1.5
6,2,4.35,5,2.1
9,4,5.4,3,2.4
19,6,8.55,8,3.15
7,4,4.8,4,2.3
4,3,3.35,2,1.65
3,2,2.55,2,1.45
4,3,3.4,2,1.6
6,3,4.05,4,2.35
54,6,14.5,9,3.9
11,5,6.1,3,2.7
5,3,3.85,3,1.95
6,3,4.2,3,2.3
5,3,3.65,3,2.1
7,6,4.75,2,2.4
14,6,7.2,4,2.8
5,5,3.8,1,2.05
6,2,4.45,5,2.05
5,3,3.95,2,1.95
5,3,3.8,3,2.1
20,7,9.4,4,3.05
25,9,9.65,4,3.3
7,4,4.85,3,2.1
17,6,8.65,4,3.05
6,4,4.2,3,2.2
70,12,18.25,6,3.8
3,3,2.6,1,1.4
19,8,8.8,4,3.1
9,5,5.3,3,2.7
10,5,5.8,3,2.6
21,8,9.15,5,3.2
3,3,2.6,1,1.4
20,7,9.25,4,3.0
25,9,10.5,4,3.15
7,4,4.75,3,2.5
17,6,8.2,4,3.1
6,4,4.35,3,2.1
24,14,9.6,4,3.4
14,7,7.25,4,2.9
3,2,2.9,2,1.1
4,2,3.25,3,1.75
3,3,2.7,1,1.3
19,7,9.3,4,2.9
15,6,7.25,5,3.15
19,7,9.7,4,3.1
6,3,4.25,3,2.05
3,2,2.5,2,1.5
14,9,7.45,2,2.85
11,2,6.05,10,3.05
3,3,2.8,1,1.2
7,4,4.8,2,2.15
6,4,4.1,2,2.25
14,5,7.35,3,2.7
17,10,8.3,3,2.9
25,6,11.2,9,3.15
19,8,10.0,4,3.0
12,6,7.25,4,2.85
40,14,13.6,6,3.8
40,11,12.8,5,3.45
26,10,9.35,5,3.4
27,10,11.45,4,3.45
21,7,8.95,6,3.3
28,8,11.5,7,3.35
10,5,6.3,4,2.3
51,18,15.75,5,4.0
39,13,14.15,4,3.8
12,6,7.0,4,2.6
31,8,11.6,6,3.5
19,7,8.9,5,3.4
22,8,10.1,4,2.95
12,8,7.35,4,2.75
17,7,8.4,5,3.1
12,3,7.05,4,2.6
26,7,11.0,6,3.35
4,3,3.5,2,1.5
36,16,13.4,3,3.5
3,2,2.6,2,1.4
6,3,4.15,4,2.25
14,9,6.95,3,2.9
3,2,2.75,2,1.25
13,10,7.35,3,2.75
15,5,7.9,4,2.7
23,6,10.35,4,3.3
25,10,11.15,3,3.15
17,7,8.1,3,3.1
7,4,5.3,3,2.05
4,2,3.3,3,1.7
13,5,6.85,4,2.85
5,4,3.7,2,2.05
3,3,2.7,1,1.3
14,9,7.0,3,2.9
3,2,2.6,2,1.4
13,10,7.4,3,2.65
15,5,8.55,4,2.75
23,6,9.5,4,3.15
25,10,10.3,3,3.2
17,7,8.1,3,3.15
7,4,4.5,3,2.3
4,2,3.25,3,1.75
13,5,7.05,4,2.65
3,2,2.65,2,1.35
7,5,4.95,2,2.25
7,4,4.7,3,2.35
6,4,4.55,3,2.05
3,3,2.5,1,1.5
60,17,17.75,5,4.1
20,7,9.35,6,3.1
11,5,5.95,5,3.0
18,11,8.95,3,3.15
38,10,12.1,6,3.55
15,8,8.45,3,3.0
13,5,6.9,5,2.95
22,5,9.55,5,3.05
14,5,7.1,4,2.8
29,12,10.85,6,3.75
8,5,5.1,4,2.4
25,5,11.55,6,3.3
9,3,5.95,5,2.5
25,9,10.55,6,3.05
21,7,8.7,5,3.5
25,8,10.6,4,3.25
26,11,10.15,4,3.3
16,9,8.0,3,2.95
14,5,6.95,5,2.95
23,9,10.1,4,3.05
35,10,12.4,5,3.35
6,3,4.55,4,2.0
20,7,9.65,5,2.95
7,4,4.75,3,2.25
38,15,12.55,4,3.55
5,4,3.65,2,2.1
3,3,2.55,1,1.45
9,5,5.9,3,2.5
20,6,8.4,5,3.4
19,6,8.8,4,3.2
20,7,9.8,5,3.0
8,5,5.55,4,2.3
7,3,5.0,4,2.2
5,4,3.9,2,1.95
10,5,6.15,2,2.55
6,4,4.55,2,2.05
7,5,4.85,2,2.25
8,5,5.25,2,2.5
6,3,4.35,3,2.25
4,2,3.35,3,1.65
4,2,3.35,3,1.65
4,2,3.3,3,1.7
26,9,10.8,5,3.5
21,6,9.3,6,3.05
4,3,3.15,2,1.85
5,3,4.0,3,1.7
6,3,4.5,4,2.3
8,3,5.55,5,2.05
3,3,2.75,1,1.25
10,4,5.7,3,2.6
4,3,3.25,2,1.75
5,4,3.75,2,1.95
6,4,4.55,3,2.1
3,3,2.7,1,1.3
31,10,12.35,5,3.65
27,9,10.4,5,3.1
25,9,10.3,3,3.3
35,12,12.7,4,3.55
29,9,11.5,4,3.4
22,12,9.95,3,3.2
22,8,8.95,4,3.15
12,6,6.35,4,3.2
24,14,10.35,3,3.55
14,8,7.6,3,3.0
37,10,14.5,5,3.5
23,8,10.05,4,3.35
23,7,9.95,6,3.1
3,3,2.6,1,1.4
12,5,6.4,5,2.85
11,5,6.3,6,2.9
3,3,2.6,1,1.4
36,11,12.55,7,3.35
25,8,11.1,4,3.35
41,10,14.3,4,3.6
9,5,5.35,5,2.6
16,5,7.9,4,2.95
10,6,6.1,5,2.35
18,6,9.2,5,2.95
21,11,8.9,4,3.3
9,5,5.6,3,2.45
17,6,8.15,4,3.05
23,7,9.7,6,3.3
3,3,2.75,1,1.25
4,2,3.15,3,1.85
9,4,5.2,4,2.6
5,3,3.8,3,2.1
9,4,5.95,4,2.4
20,7,9.95,6,2.85
26,9,10.55,4,3.25
9,6,5.65,3,2.35
10,5,6.4,3,2.4
11,6,6.6,4,2.45
5,2,3.65,4,2.0
6,4,4.5,3,1.95
3,3,2.6,1,1.4
3,2,2.85,2,1.15
41,10,14.05,8,3.45
12,4,6.9,5,2.7
24,7,10.35,6,3.4
14,7,7.6,5,2.95
12,5,6.35,6,2.75
7,3,4.5,4,2.45
13,9,7.25,3,2.85
17,11,9.0,4,2.7
10,4,6.0,4,2.65
5,2,3.95,4,1.95
22,5,9.45,6,3.3
21,8,9.45,6,3.2
9,4,5.45,3,2.4
9,6,5.55,3,2.5
15,5,8.35,5,3.0
11,4,6.65,4,2.35
11,6,6.2,4,2.6
16,8,8.4,5,2.85
12,4,6.4,5,2.9
3,3,2.8,1,1.2
10,5,6.0,5,2.65
9,4,5.55,4,2.7
10,4,5.75,3,2.85
5,2,4.0,4,1.95
9,3,5.5,6,2.5
3,3,2.65,1,1.35
18,7,8.5,3,3.2
38,11,13.85,6,3.45
20,6,9.6,4,2.95
18,9,8.45,3,3.2
18,6,9.35,3,2.85
29,12,10.95,4,3.7
16,6,7.85,5,2.95
29,11,12.2,4,3.65
7,4,4.85,3,2.25
3,2,2.7,2,1.3
14,5,7.55,4,2.9
8,5,4.95,3,2.5
5,2,4.0,4,1.75
3,3,2.7,1,1.3
4,2,3.1,3,1.9
25,11,9.95,4,3.25
3,2,2.7,2,1.3
15,5,7.35,4,2.95
15,5,7.5,5,3.1
13,5,7.4,3,2.75
7,4,4.85,2,2.45
9,3,5.85,6,2.35
8,3,5.35,4,2.25
18,5,8.55,5,3.1
31,6,13.05,8,3.6
14,4,7.55,6,2.75
14,7,7.55,5,2.9
22,8,9.5,4,3.0
25,8,11.35,5,3.05
17,7,8.2,4,3.35
16,7,8.05,4,2.85
11,4,6.35,4,2.8
15,5,8.25,5,2.65
29,6,11.35,6,3.3
16,6,8.2,6,2.65
9,6,5.7,4,2.45
23,7,10.0,6,3.05
17,5,7.75,6,3.05
15,7,7.2,4,3.25
16,6,8.1,5,2.95
6,4,4.45,3,2.2
14,3,6.95,6,3.2
3,3,2.65,1,1.35
28,11,11.5,3,3.55
18,6,9.1,5,3.3
8,4,4.95,4,2.55
68,15,19.0,6,4.1
42,9,13.3,6,3.6
16,7,8.35,6,2.95
45,7,14.4,6,3.75
52,15,15.85,6,3.7
39,11,13.1,7,3.7
27,14,11.1,3,3.15
17,5,8.0,5,2.9
9,6,6.35,3,2.35
48,10,15.9,6,3.6
8,4,5.3,4,2.45
19,8,8.6,4,3.05
18,7,8.5,4,3.15
14,3,7.35,6,3.15
14,3,7.05,6,2.8
3,2,2.55,2,1.45
3,3,2.65,1,1.35
22,9,9.75,5,3.35
6,4,4.75,3,1.9
9,4,6.05,5,2.45
14,3,6.7,6,2.8
3,3,2.7,1,1.3
15,8,7.7,3,3.0
13,7,6.95,4,2.55
23,9,10.35,5,3.0
14,3,7.35,6,2.85
4,3,3.3,2,1.7
7,5,5.1,3,2.2
14,3,7.75,6,2.95
26,7,10.75,5,3.5
23,7,10.2,5,3.15
10,5,6.3,3,2.35
14,6,7.15,5,3.1
14,3,7.2,6,3.0
3,2,2.75,2,1.25
3,3,2.7,1,1.3
9,6,6.2,3,2.25
6,4,4.7,3,1.95
8,5,5.05,3,2.45
14,3,7.45,6,2.75
3,2,2.7,2,1.3
3,3,2.8,1,1.2
22,9,9.95,4,3.25
13,5,6.95,4,2.5
6,3,4.1,4,2.3
25,6,10.75,4,3.3
14,3,7.55,6,2.7
3,3,2.6,1,1.4
24,7,10.0,4,3.0
53,14,14.4,7,3.8
38,11,13.4,5,3.75
13,7,7.1,3,2.65
14,3,7.35,6,2.75
3,2,2.6,2,1.4
3,3,2.65,1,1.35
10,6,6.2,3,2.5
6,4,4.4,3,2.15
3,2,2.9,2,1.1
9,5,6.15,3,2.45
14,3,8.35,6,2.55
3,2,2.7,2,1.3
3,3,2.65,1,1.35
10,6,5.85,3,2.6
6,4,4.45,3,2.1
3,2,2.5,2,1.5
14,3,8.05,6,2.6
3,2,2.7,2,1.3
3,3,2.65,1,1.35
10,6,6.05,3,2.45
6,4,4.45,3,2.05
3,2,2.7,2,1.3
9,6,5.75,3,2.5
6,4,4.35,3,2.15
13,8,6.9,3,2.9
4,2,3.25,3,1.75
14,3,6.95,6,2.95
3,3,2.75,1,1.25
15,6,7.85,4,2.9
20,7,8.85,5,3.7
10,5,5.55,3,2.7
9,5,5.45,3,2.8
12,7,6.9,4,2.75
9,4,5.5,4,2.45
4,2,3.3,3,1.7
14,3,7.85,6,2.7
9,4,5.75,4,2.6
17,10,8.85,4,2.95
12,4,6.55,4,2.7
8,4,5.15,3,2.55
29,12,11.75,5,3.2
20,9,8.75,6,2.9
52,15,16.15,6,3.65
15,5,8.15,4,2.95
9,5,5.25,3,2.55
11,5,6.4,6,2.75
15,5,7.85,4,2.85
10,3,6.2,5,2.45
36,12,12.0,6,3.35
36,13,12.6,7,3.85
9,5,6.05,3,2.45
41,14,13.2,6,3.65
29,13,11.9,4,3.4
4,2,3.35,3,1.65
23,7,9.85,4,3.1
3,2,2.6,2,1.4
9,4,5.65,4,2.45
17,10,7.6,4,3.0
12,4,6.6,4,2.75
8,4,5.45,3,2.3
29,13,11.35,5,3.25
20,9,8.4,6,2.95
52,15,16.5,6,3.9
15,5,7.55,4,3.1
9,5,6.05,3,2.3
11,5,6.35,6,2.6
15,5,7.95,4,2.7
10,3,6.25,5,2.35
8,5,5.65,4,2.25
33,8,11.4,4,3.35
8,4,5.35,3,2.3
7,4,4.95,3,2.3
7,4,4.7,3,2.4
19,9,9.25,4,3.2
8,3,5.4,5,2.15
16,4,8.05,4,2.95
42,12,12.45,5,3.75
42,10,13.35,5,3.8
20,9,8.7,4,2.95
32,8,10.6,5,3.95
9,6,6.05,3,2.3
4,3,3.25,2,1.75
4,2,3.5,3,1.5
4,2,3.3,3,1.7
12,7,6.65,5,2.7
4,2,3.3,3,1.7
29,10,11.4,4,3.7
8,3,5.55,4,2.3
21,9,9.55,4,3.15
16,4,7.75,4,2.85
42,12,13.75,5,3.6
42,10,13.95,5,3.75
20,9,9.1,4,3.05
32,8,11.8,5,3.55
9,6,5.65,3,2.3
4,3,3.1,2,1.9
4,2,3.25,3,1.75
5,3,3.8,2,2.0
9,6,6.1,3,2.4
16,8,7.45,4,2.75
7,5,5.15,3,2.2
3,2,2.6,2,1.4
8,3,4.75,4,2.65
21,8,10.2,6,2.9
10,5,6.3,3,2.6
15,8,8.1,3,2.75
9,4,5.6,3,2.5
23,8,9.5,5,3.4
11,4,6.45,5,2.5
19,7,8.4,5,3.45
8,5,4.85,4,2.65
22,11,9.3,6,3.4
9,4,5.9,4,2.25
7,4,5.15,3,2.15
5,2,3.7,4,2.0
10,5,5.7,3,2.8
10,6,6.0,3,2.7
19,7,8.8,4,3.0
19,9,8.55,4,3.15
15,8,7.9,4,2.55
22,8,8.95,5,3.4
4,2,3.2,3,1.8
35,5,14.0,10,3.3
4,2,3.4,3,1.6
16,5,8.0,5,2.8
28,8,11.2,11,3.6
11,8,6.3,3,2.75
22,10,10.2,4,3.15
18,9,7.6,3,3.3
19,7,9.15,4,2.95
33,10,12.15,6,3.3
7,3,5.0,5,2.35
34,11,11.75,4,3.5
11,5,6.25,3,2.7
33,9,11.45,7,3.5
12,6,7.05,6,2.9
3,2,2.7,2,1.3
36,12,12.9,6,3.4
36,13,12.2,7,3.6
9,5,5.75,3,2.7
41,14,12.6,6,3.8
29,13,12.35,4,3.2
29,6,11.55,4,3.7
35,15,12.9,3,3.65
26,7,11.5,7,3.35
12,6,6.05,3,3.2
10,5,6.2,3,2.4
17,8,8.05,4,3.0
10,7,6.15,3,2.55
16,6,8.55,4,2.9
15,5,8.15,5,2.95
14,6,8.15,4,2.75
7,4,4.85,3,2.5
6,3,4.5,4,1.95
16,8,8.45,3,2.8
4,2,3.25,3,1.75
3,3,2.5,1,1.5
4,3,3.5,2,1.5
35,13,12.3,3,3.75
49,15,14.0,5,3.7
46,12,13.95,4,3.7
41,16,14.3,4,3.6
27,9,11.2,4,3.1
21,9,9.75,6,3.0
32,10,13.1,4,3.45
17,6,8.55,3,3.0
26,9,10.65,6,3.4
13,6,7.15,5,2.65
14,5,7.95,3,2.8
20,8,8.8,3,3.3
18,7,8.25,4,2.95
10,4,6.0,6,2.65
8,4,4.9,5,2.5
31,13,11.9,4,3.35
28,11,11.75,3,3.4
37,7,12.1,6,3.9
7,3,4.95,5,2.3
29,8,11.65,6,3.5
22,7,10.2,5,3.15
43,9,13.3,6,3.7
34,12,11.7,5,3.45
28,13,12.8,3,3.35
29,9,11.2,6,3.4
6,3,4.1,3,2.15
13,3,7.6,5,2.6
16,6,7.6,4,3.25
23,7,9.85,7,3.3
30,7,11.45,6,3.45
22,8,10.3,3,3.45
35,9,13.7,5,3.3
12,6,6.9,3,2.6
27,6,10.8,6,3.15
36,8,13.0,5,3.8
8,5,4.95,4,2.85
14,6,7.9,6,2.55
17,5,8.0,6,3.15
39,11,13.95,6,3.35
14,8,6.95,5,2.7
25,8,10.75,5,3.2
25,8,9.95,4,3.2
12,5,6.65,3,2.75
18,8,8.8,4,3.15
12,5,6.7,5,2.7
21,10,9.0,4,3.4
21,10,10.0,3,3.2
16,6,8.1,6,2.95
18,5,8.4,6,3.25
17,9,7.85,4,3.35
37,10,12.65,5,3.25
19,9,9.15,4,3.0
21,6,9.25,6,3.55
20,10,9.05,5,3.0
16,5,8.25,5,2.9
28,9,11.8,4,3.25
22,5,9.25,5,3.25
22,8,9.65,6,2.9
16,4,8.1,5,2.9
14,6,7.35,3,2.95
19,9,9.2,3,3.0
24,7,9.95,6,3.5
25,6,10.1,6,3.45
25,11,10.2,4,3.5
10,4,5.75,4,2.7
4,3,3.2,2,1.8
34,14,12.4,6,3.5
9,5,5.45,3,2.4
33,10,12.35,4,3.4
11,6,6.0,4,2.8
3,2,2.55,2,1.45
35,7,12.3,7,3.7
5,3,3.75,3,2.0
10,5,6.5,4,2.4
25,7,11.25,7,3.4
5,3,3.85,3,1.95
11,4,6.25,6,2.75
8,3,4.85,5,2.6
3,3,2.8,1,1.2
10,4,5.85,4,2.5
8,5,5.7,3,2.2
22,9,10.35,4,2.9
10,7,6.3,2,2.6
12,5,5.9,5,2.9
67,17,18.8,5,3.8
36,10,12.3,5,3.55
4,2,3.5,3,1.5
3,3,2.75,1,1.25
30,10,10.7,4,3.55
41,15,13.85,5,3.9
5,4,3.75,2,2.15
14,7,7.45,6,2.7
19,9,8.95,6,3.25
13,6,7.3,3,2.8
19,8,8.75,7,3.15
14,6,7.35,3,2.9
4,3,3.2,2,1.8
12,6,6.95,3,2.75
4,3,3.1,2,1.9
3,2,2.8,2,1.2
3,3,2.65,1,1.35
5,2,3.9,4,1.9
34,12,12.6,5,3.85
7,5,4.85,2,2.15
25,7,10.45,4,3.1
3,2,2.75,2,1.25
7,3,4.85,5,2.25
3,3,2.65,1,1.35
28,7,11.2,6,3.25
17,7,8.1,4,3.25
24,7,10.45,5,3.1
17,7,8.45,5,3.25
9,4,5.8,5,2.45
8,4,5.15,3,2.45
34,13,12.1,3,3.7
18,8,8.6,4,3.05
16,6,8.35,4,2.75
12,6,6.7,5,2.65
15,5,8.5,5,2.9
4,3,3.25,2,1.75
14,8,8.25,3,2.45
45,10,14.75,8,3.65
5,3,3.7,3,2.05
17,8,8.2,4,3.25
34,6,12.1,9,3.8
9,4,5.5,4,2.65
3,3,2.75,1,1.25
10,5,5.9,4,2.65
23,7,10.05,7,3.3
6,4,4.1,3,2.5
5,3,3.8,2,2.0
3,3,2.75,1,1.25
3,2,2.55,2,1.45
13,6,7.15,5,2.9
16,5,8.85,7,2.9
9,5,5.65,3,2.35
16,9,8.4,5,2.85
9,5,5.6,4,2.45
3,2,2.7,2,1.3
3,3,2.65,1,1.35
23,8,10.15,5,3.2
10,6,6.4,3,2.55
5,3,4.15,3,1.85
3,3,2.6,1,1.4
24,8,10.6,6,3.5
11,6,6.45,3,2.65
16,8,8.0,6,3.05
5,5,3.6,1,2.0
12,6,6.55,3,2.95
9,4,5.55,3,2.35
4,2,3.15,3,1.85
3,2,2.7,2,1.3
3,3,2.55,1,1.45
10,6,5.65,3,2.65
5,3,4.0,3,2.0
3,3,2.6,1,1.4
24,8,10.05,6,3.15
11,6,6.6,3,2.8
16,8,7.75,6,3.0
8,5,5.35,4,2.15
3,3,2.8,1,1.2
21,8,9.25,4,3.3
17,8,8.65,5,3.15
19,9,8.2,5,3.3
38,15,13.75,5,3.65
11,4,6.85,6,2.35
12,9,6.3,2,2.75
8,5,5.55,3,2.25
14,7,7.25,4,3.3
18,6,9.15,4,2.85
10,5,6.0,3,2.75
6,4,4.85,3,1.85
3,2,2.7,2,1.3
20,8,9.75,3,2.85
44,11,14.55,6,3.55
25,6,10.7,8,3.2
3,2,2.6,2,1.4
7,3,4.8,4,2.3
3,3,2.7,1,1.3
4,2,3.55,3,1.45
29,9,10.55,5,3.4
15,7,7.55,6,3.05
41,10,14.35,5,3.7
26,11,10.95,6,3.2
27,12,11.4,4,3.3
23,9,9.35,4,3.45
29,9,11.35,5,3.45
28,9,11.2,5,3.5
27,12,11.95,4,3.2
26,11,10.8,5,3.65
14,9,7.4,5,2.6
22,10,10.4,3,3.1
25,9,10.3,5,3.4
12,3,6.55,4,2.55
8,3,5.6,5,2.35
3,3,2.55,1,1.45
4,2,3.3,3,1.7
9,5,6.1,3,2.3
3,3,2.85,1,1.15
19,9,9.25,4,3.05
8,3,4.95,5,2.55
3,3,2.75,1,1.25
3,2,2.75,2,1.25
7,3,4.95,5,2.2
6,2,4.6,5,2.05
48,14,15.0,4,3.65
18,8,8.7,4,3.2
6,4,4.35,2,2.2
25,9,11.5,7,3.1
15,7,8.15,3,2.75
18,7,8.1,4,3.05
17,8,8.35,3,3.1
19,9,9.5,5,2.9
21,5,9.25,6,2.95
11,5,6.4,5,2.45
25,6,10.1,6,3.55
11,5,5.75,4,2.75
24,8,9.6,6,3.4
12,6,7.1,3,2.35
28,12,11.55,5,3.3
12,5,6.75,5,2.65
15,8,8.25,3,2.6
11,4,7.05,5,2.55
6,2,4.45,5,2.0
43,17,13.95,5,3.9
6,4,4.1,3,2.35
24,7,10.95,8,3.5
57,13,17.85,6,3.85
16,5,8.4,5,3.25
9,3,5.55,5,2.55
4,2,3.2,3,1.8
3,2,2.65,2,1.35
16,8,7.7,4,3.05
32,6,12.85,7,3.4
3,2,2.65,2,1.35
21,8,9.9,5,3.0
29,7,11.1,4,3.45
11,5,6.5,3,2.65
6,4,4.2,3,2.4
3,2,2.5,2,1.5
3,2,2.75,2,1.25
24,15,11.25,3,3.15
28,9,11.0,7,3.45
62,17,16.95,5,4.3
4,2,3.15,3,1.85
27,6,11.15,7,3.3
21,9,9.05,5,3.05
37,12,13.25,7,3.65
36,16,13.35,4,3.45
29,9,10.3,5,3.35
10,4,6.1,4,2.75
24,10,9.9,7,3.25
31,8,10.6,6,3.7
26,9,11.55,4,3.3
21,8,10.3,4,2.95
11,7,7.05,3,2.45
33,10,12.95,4,3.5
11,4,6.55,3,2.9
4,3,3.35,2,1.65
38,9,14.4,4,3.65
9,6,5.1,3,2.55
73,17,19.3,5,3.95
27,9,11.3,6,3.25
18,5,8.45,6,3.0
9,5,5.55,3,2.55
8,4,5.2,3,2.25
11,5,6.25,4,2.75
26,9,9.85,5,3.25
39,7,13.45,9,3.5
16,7,8.25,5,3.0
35,8,13.05,7,3.95
13,7,7.05,3,2.75
14,5,6.95,6,3.0
31,12,12.45,5,3.35
16,9,8.55,3,2.8
11,7,6.25,3,2.55
14,6,6.8,5,2.95
27,10,11.0,4,3.25
28,7,10.95,7,3.65
17,5,8.6,6,3.05
12,5,6.85,3,2.35
22,11,10.1,3,3.25
23,11,9.95,4,3.35
12,5,6.85,3,2.65
7,3,4.4,3,2.5
8,5,4.85,2,2.7
4,2,3.2,3,1.8
4,2,3.25,3,1.75
6,4,4.25,3,2.1
4,2,3.15,3,1.85
6,4,4.25,3,2.25
3,2,2.7,2,1.3
8,6,5.35,2,2.25
44,14,14.05,5,3.75
20,11,9.1,3,3.15
11,5,6.55,3,2.75
11,7,6.15,3,2.6
11,4,7.1,4,2.55
14,6,7.6,4,2.8
13,4,7.3,4,2.85
29,9,11.5,6,3.55
14,5,7.3,5,2.95
5,3,3.55,2,2.15
10,6,6.1,3,2.55
14,5,8.65,4,2.7
9,4,5.95,3,2.45
9,9,6.1,1,2.45
11,4,6.6,6,2.6
12,5,6.6,4,2.65
20,11,9.55,3,3.25
21,9,9.2,4,3.4
6,3,4.25,3,2.3
6,4,4.6,3,2.1
7,3,4.75,5,2.2
23,7,9.6,6,3.25
23,7,10.35,7,3.1
21,11,9.15,3,3.0
6,4,4.6,3,1.9
10,6,6.5,3,2.5
20,6,8.0,6,3.3
5,3,3.5,3,2.05
74,14,19.3,8,4.05
7,4,4.7,3,2.45
3,3,2.65,1,1.35
7,4,5.1,3,2.25
8,4,5.0,4,2.35
7,4,4.6,2,2.35
4,3,3.45,2,1.55
11,3,6.2,7,2.65
6,3,4.35,4,2.35
4,2,3.1,3,1.9
8,4,5.15,3,2.65
3,2,2.7,2,1.3
16,7,7.95,4,3.0
15,7,8.05,4,2.95
10,6,5.9,3,2.55
14,7,7.1,3,2.95
15,8,8.15,3,3.05
7,4,4.7,4,2.25
23,6,9.3,4,2.85
16,7,8.6,4,2.75
17,6,8.45,4,3.05
27,13,11.1,4,3.0
9,4,5.6,4,2.5
11,4,6.05,5,2.5
3,2,2.7,2,1.3
7,5,4.6,2,2.35
6,4,4.45,2,2.1
15,8,8.35,3,2.95
14,8,7.3,3,3.05
7,4,4.85,2,2.25
7,4,4.9,3,2.2
6,4,4.2,2,2.25
10,6,5.85,3,2.55
6,5,4.2,2,2.15
10,5,6.1,3,2.65
3,2,2.8,2,1.2
3,2,2.5,2,1.5
3,2,2.65,2,1.35
3,2,2.65,2,1.35
6,3,4.65,3,1.95
5,3,4.0,3,1.8
11,5,6.8,3,2.7
20,8,8.2,3,3.2
21,9,8.9,3,3.15
13,9,6.9,2,2.8
10,5,6.05,4,2.65
18,9,9.3,4,3.1
35,7,12.5,8,3.35
16,4,8.2,7,3.0
12,10,6.6,3,2.55
25,8,11.15,6,3.5
5,3,3.65,3,2.25
28,10,11.35,7,3.5
17,6,7.9,6,3.05
16,6,7.9,6,2.8
12,4,6.45,6,2.95
17,8,8.85,6,2.95
16,4,7.0,6,3.1
5,3,3.8,2,2.0
32,8,12.6,5,3.45
40,9,14.45,6,3.55
41,9,15.0,6,3.5
39,11,14.1,6,3.7
14,5,7.95,6,2.75
29,7,11.3,8,3.65
11,5,6.65,4,2.75
20,5,8.9,5,3.35
35,10,12.2,4,3.75
10,4,5.85,6,2.6
17,4,8.95,6,2.9
21,6,9.65,4,2.8
37,8,13.95,7,3.75
17,5,7.65,6,3.2
14,4,7.6,6,2.7
18,6,8.1,6,3.2
27,7,9.9,7,3.45
5,3,4.1,3,1.75
27,7,11.15,5,3.65
13,4,7.05,7,2.9
18,5,8.8,5,2.95
16,6,8.05,5,2.75
31,10,11.1,4,3.45
15,8,7.15,3,3.2
28,13,11.9,5,3.1
41,12,14.35,6,3.65
16,7,7.75,5,2.8
25,11,11.2,5,3.05
12,6,7.25,3,2.5
5,4,4.15,2,1.7
10,5,6.4,3,2.45
36,11,13.2,4,3.4
9,4,5.6,5,2.4
7,5,5.0,3,2.1
20,9,9.0,4,3.2
13,7,7.85,3,2.65
7,4,5.05,3,2.1
22,11,10.1,3,3.15
21,13,9.5,4,3.55
29,6,12.15,5,3.4
20,8,9.85,4,2.95
48,11,15.25,6,3.4
11,7,6.1,4,2.75
26,10,11.1,4,3.3
36,10,12.55,5,3.6
4,2,3.35,3,1.65
19,5,9.65,4,3.05
14,9,7.3,3,2.95
15,9,7.55,3,3.1
15,4,8.05,6,2.7
17,7,7.75,5,3.0
11,5,6.3,4,2.7
20,8,9.2,4,3.2
28,10,11.85,5,3.2
15,7,6.95,4,3.05
22,8,10.35,5,3.05
11,4,6.2,4,2.6
10,4,6.0,5,2.6
28,11,10.75,5,3.45
16,7,8.3,4,2.8
34,10,11.65,4,3.45
18,8,8.7,3,3.05
16,8,8.1,3,2.75
16,4,8.2,4,2.95
5,3,3.8,3,2.05
9,4,6.0,4,2.6
3,2,2.65,2,1.35
21,7,10.3,6,3.1
5,3,4.0,3,1.75
26,11,10.15,4,3.2
15,7,6.95,3,2.95
20,9,9.35,4,3.2
29,7,11.95,6,3.3
27,10,10.45,3,3.45
4,2,3.45,3,1.55
9,5,5.8,4,2.6
6,3,4.65,3,2.0
26,8,10.05,5,3.2
23,6,9.7,6,3.65
14,5,7.85,5,2.85
8,4,5.45,4,2.45
25,8,11.45,5,3.15
32,7,12.85,5,3.5
13,5,7.15,8,2.65
12,5,7.1,5,2.8
7,4,4.45,4,2.65
15,6,7.5,4,3.0
9,4,5.55,4,2.7
28,9,10.75,5,3.5
6,4,4.55,3,2.3
17,8,7.8,4,3.45
14,6,7.55,5,3.0
8,4,5.1,4,2.35
15,9,7.85,4,2.8
9,6,5.6,3,2.45
17,8,8.95,4,3.0
28,9,12.3,4,3.5
8,4,5.4,3,2.4
28,10,11.25,4,3.35
31,16,13.1,3,3.85
32,15,11.8,5,3.35
15,6,7.7,4,3.2
14,8,7.4,3,2.9
20,8,8.8,5,3.45
23,10,10.05,6,3.15
12,8,6.55,3,2.6
23,8,10.85,5,3.2
18,6,8.3,5,3.25
15,5,7.55,5,2.85
11,4,6.0,4,2.65
18,7,8.1,5,3.4
11,6,7.15,4,2.55
13,4,6.35,5,3.25
16,8,8.0,3,2.8
4,2,3.25,3,1.75
14,6,7.5,6,2.95
4,2,3.3,3,1.7
26,7,10.05,6,3.05
11,7,6.0,3,2.6
13,5,7.35,4,2.7
